Interaction_ID,Customer_ID,Employee_ID,Branch_ID,Interaction_Date,Interaction_Channel,Interaction_Type,Issue_Severity,Resolution_Status,Resolution_Time_Hours,Customer_Satisfaction_Score,Interaction_Duration_Minutes
INT_000242,CUST_01778,EMP_0468,BR_040,16-11-2025,Phone,Sales,Low,Resolved,1.1,4,13
INT_000243,CUST_04516,EMP_0379,BR_008,11-06-2026,Branch,Sales,Low,Escalated,12.6,4,31
INT_000244,CUST_05767,EMP_0487,BR_006,12-11-2024,Mobile App,Sales,Low,Resolved,2.7,4,14
INT_000245,CUST_01565,EMP_0043,BR_008,27-03-2025,Branch,Complaint,Low,Resolved,4.1,4,14
INT_000246,CUST_06641,EMP_0075,BR_037,08-12-2025,Mobile App,Service Request,Medium,Resolved,5.8,4,5
INT_000247,CUST_07930,EMP_0413,BR_044,21-10-2025,Email,Query,Low,Resolved,0.7,5,13
INT_000248,CUST_09732,EMP_0147,BR_014,15-02-2024,Branch,Query,Low,Resolved,2.1,5,22
INT_000249,CUST_07898,EMP_0410,BR_034,21-11-2024,Mobile App,Query,Low,Resolved,6.7,4,30
INT_000250,CUST_07161,EMP_0309,BR_049,24-06-2025,Internet Banking,Service Request,Low,Resolved,1.8,4,16
INT_000251,CUST_01077,EMP_0464,BR_026,04-05-2026,Mobile App,Loan Enquiry,High,Resolved,12,5,14
INT_000252,CUST_07279,EMP_0032,BR_027,01-12-2024,Phone,Sales,Medium,Escalated,2.1,4,13
INT_000253,CUST_06894,EMP_0287,BR_029,05-07-2026,Internet Banking,Query,Low,Pending,7.5,5,19
INT_000254,CUST_04151,EMP_0455,BR_011,01-08-2026,Mobile App,Query,Low,Resolved,6.7,4,9
INT_000255,CUST_09763,EMP_0055,BR_009,22-03-2024,Branch,Query,Low,Resolved,8,5,24
INT_000256,CUST_02364,EMP_0159,BR_031,16-02-2024,Email,Sales,Low,Resolved,2.4,4,7
INT_000257,CUST_08094,EMP_0135,BR_016,26-01-2025,Branch,Service Request,Medium,Resolved,4.4,4,15
INT_000258,CUST_06317,EMP_0376,BR_045,04-11-2025,Mobile App,Loan Enquiry,High,Escalated,22.9,4,14
INT_000259,CUST_03188,EMP_0128,BR_002,14-02-2024,Phone,Query,Medium,Resolved,3.7,5,11
INT_000260,CUST_09053,EMP_0201,BR_039,10-07-2024,Mobile App,Sales,Medium,Pending,5.8,5,2
INT_000261,CUST_02794,EMP_0429,BR_018,26-10-2025,Branch,Service Request,Low,Pending,13,5,5
INT_000262,CUST_01153,EMP_0073,BR_038,24-06-2024,Phone,Sales,Low,Resolved,6.1,4,17
INT_000263,CUST_09285,EMP_0438,BR_023,30-08-2024,Phone,Sales,Medium,Resolved,4.1,5,28
INT_000264,CUST_03729,EMP_0335,BR_025,04-10-2025,Mobile App,Service Request,Low,Pending,0.7,4,44
INT_000265,CUST_02438,EMP_0018,BR_040,15-02-2024,Phone,Sales,Low,Resolved,3.1,4,12
INT_000266,CUST_02722,EMP_0271,BR_003,24-04-2024,Phone,Service Request,Medium,Resolved,1.9,4,15
INT_000267,CUST_01331,EMP_0409,BR_025,01-05-2025,Branch,Query,Medium,Resolved,1.9,5,6
INT_000268,CUST_07648,EMP_0369,BR_041,26-08-2024,Branch,Service Request,Low,Resolved,3.4,5,21
INT_000269,CUST_02757,EMP_0460,BR_019,16-08-2024,Email,Query,Low,Resolved,10.2,5,3
INT_000270,CUST_00114,EMP_0195,BR_004,31-05-2025,Mobile App,Loan Enquiry,Low,Resolved,1.8,4,14
INT_000271,CUST_09970,EMP_0279,BR_009,02-04-2024,Branch,Sales,Low,Resolved,6.8,4,32
INT_000272,CUST_07069,EMP_0345,BR_036,22-07-2025,Mobile App,Sales,Low,Resolved,10.2,4,19
INT_000273,CUST_00336,EMP_0365,BR_028,17-11-2024,Mobile App,Sales,Low,Escalated,9.4,5,4
INT_000274,CUST_09664,EMP_0471,BR_049,20-07-2025,Mobile App,Sales,High,Escalated,6.4,4,6
INT_000275,CUST_08946,EMP_0278,BR_020,24-01-2025,Mobile App,Complaint,Low,Resolved,5.6,4,40
INT_000276,CUST_05807,EMP_0009,BR_033,21-03-2026,Mobile App,Query,Medium,Resolved,9.9,4,9
INT_000277,CUST_05316,EMP_0450,BR_036,06-03-2026,Branch,Service Request,Low,Pending,13,5,4
INT_000278,CUST_04276,EMP_0452,BR_030,21-09-2025,Mobile App,Service Request,Low,Resolved,2.6,5,16
INT_000279,CUST_06519,EMP_0235,BR_019,11-12-2025,Phone,Sales,Low,Pending,8.8,4,8
INT_000280,CUST_00733,EMP_0485,BR_043,17-07-2024,Mobile App,Query,Low,Pending,6.9,5,4
INT_000281,CUST_09220,EMP_0163,BR_005,06-02-2025,Mobile App,Complaint,Low,Resolved,8.2,5,65
INT_000282,CUST_00132,EMP_0368,BR_006,27-04-2026,Mobile App,Sales,Low,Resolved,1.3,5,5
INT_000283,CUST_00517,EMP_0325,BR_009,02-04-2026,Phone,Query,Low,Resolved,3.2,4,10
INT_000284,CUST_08505,EMP_0176,BR_049,07-10-2025,Branch,Sales,Low,Resolved,3.4,5,2
INT_000285,CUST_06777,EMP_0227,BR_022,23-06-2024,Phone,Sales,Low,Resolved,2.8,5,5
INT_000286,CUST_04404,EMP_0334,BR_027,22-10-2024,Email,Query,Low,Resolved,6.2,4,40
INT_000287,CUST_02178,EMP_0087,BR_047,20-05-2024,Mobile App,Query,Low,Resolved,3.6,4,20
INT_000288,CUST_05481,EMP_0266,BR_013,10-10-2025,Email,Query,Medium,Resolved,1.7,4,2
INT_000289,CUST_06991,EMP_0037,BR_031,29-04-2025,Phone,Service Request,Low,Resolved,1.9,4,25
INT_000290,CUST_01537,EMP_0273,BR_001,03-01-2025,Phone,Service Request,Low,Resolved,4.1,5,13
INT_000291,CUST_08351,EMP_0336,BR_014,07-09-2024,Internet Banking,Query,Low,Resolved,4.9,3,15
INT_000292,CUST_00722,EMP_0239,BR_014,09-01-2024,Mobile App,Service Request,Low,Resolved,1.6,4,14
INT_000293,CUST_08181,EMP_0291,BR_008,19-01-2025,Email,Service Request,Low,Resolved,3.9,5,7
INT_000294,CUST_06409,EMP_0390,BR_038,13-04-2024,Phone,Query,Low,Pending,5.5,4,21
INT_000295,CUST_02243,EMP_0191,BR_006,11-05-2024,Mobile App,Sales,Low,Pending,6.2,5,7
INT_000296,CUST_03785,EMP_0242,BR_004,17-04-2025,Internet Banking,Service Request,High,Resolved,1.6,4,14
INT_000297,CUST_06065,EMP_0094,BR_022,21-03-2024,Phone,Service Request,Medium,Pending,9,3,22
INT_000298,CUST_02480,EMP_0350,BR_011,20-09-2024,Phone,Service Request,Low,Pending,9,4,25
INT_000299,CUST_03306,EMP_0083,BR_022,27-05-2026,Branch,Query,Medium,Resolved,1.9,4,14
INT_000300,CUST_07532,EMP_0018,BR_040,31-05-2025,Branch,Loan Enquiry,High,Pending,4.2,4,9
INT_000301,CUST_00506,EMP_0237,BR_026,22-08-2024,Internet Banking,Query,High,Resolved,2.9,5,17
INT_000302,CUST_06880,EMP_0053,BR_047,11-12-2024,Mobile App,Query,Low,Resolved,3,4,9
INT_000303,CUST_03497,EMP_0121,BR_041,07-03-2026,Email,Query,Low,Resolved,4.2,5,10
INT_000304,CUST_02469,EMP_0414,BR_045,27-03-2026,Mobile App,Service Request,Low,Resolved,0.9,5,20
INT_000305,CUST_02913,EMP_0330,BR_019,31-08-2024,Mobile App,Service Request,Medium,Pending,10.6,4,22
INT_000306,CUST_08935,EMP_0416,BR_049,14-05-2026,Internet Banking,Query,Low,Escalated,16.4,3,4
INT_000307,CUST_08630,EMP_0304,BR_031,29-11-2025,Mobile App,Loan Enquiry,Low,Resolved,1.5,5,5
INT_000308,CUST_05093,EMP_0351,BR_036,05-06-2025,Mobile App,Sales,Low,Resolved,4.3,5,25
INT_000309,CUST_02227,EMP_0405,BR_027,18-06-2024,Phone,Sales,Low,Escalated,29.9,5,2
INT_000310,CUST_08864,EMP_0193,BR_048,03-07-2024,Mobile App,Loan Enquiry,Low,Pending,2.4,4,4
INT_000311,CUST_02371,EMP_0429,BR_018,05-01-2024,Email,Complaint,Low,Resolved,5.7,5,29
INT_000312,CUST_04900,EMP_0458,BR_042,29-03-2024,Mobile App,Sales,Medium,Resolved,0.9,3,12
INT_000313,CUST_04904,EMP_0452,BR_030,28-02-2024,Mobile App,Sales,Medium,Pending,6.1,4,12
INT_000314,CUST_06094,EMP_0150,BR_028,24-05-2024,Mobile App,Service Request,Low,Resolved,3.5,5,8
INT_000315,CUST_06450,EMP_0378,BR_033,17-03-2024,Phone,Query,Medium,Resolved,5.3,4,2
INT_000316,CUST_06880,EMP_0164,BR_004,23-01-2025,Mobile App,Sales,Low,Resolved,3.1,5,13
INT_000317,CUST_07540,EMP_0086,BR_032,19-03-2026,Internet Banking,Query,Low,Resolved,5.8,4,18
INT_000318,CUST_03017,EMP_0201,BR_039,15-03-2024,Branch,Sales,Medium,Resolved,5.5,5,7
INT_000319,CUST_08393,EMP_0157,BR_031,26-06-2025,Branch,Service Request,Low,Resolved,6.3,4,23
INT_000320,CUST_06042,EMP_0020,BR_046,19-12-2025,Mobile App,Service Request,Medium,Resolved,5.1,4,5
INT_000321,CUST_09809,EMP_0458,BR_042,09-05-2024,Email,Query,Low,Pending,5.5,4,15
INT_000322,CUST_05554,EMP_0111,BR_047,19-06-2025,Email,Sales,Low,Pending,6.4,4,35
INT_000323,CUST_08159,EMP_0340,BR_024,19-12-2025,Mobile App,Query,Low,Pending,2.2,5,10
INT_000324,CUST_00982,EMP_0037,BR_031,22-03-2025,Mobile App,Service Request,Medium,Resolved,5.2,5,15
INT_000325,CUST_00385,EMP_0249,BR_004,06-10-2025,Mobile App,Service Request,Low,Resolved,5.9,5,2
INT_000326,CUST_01866,EMP_0266,BR_013,26-01-2025,Internet Banking,Sales,Medium,Resolved,2.7,5,32
INT_000327,CUST_02405,EMP_0113,BR_044,04-04-2025,Internet Banking,Query,Medium,Resolved,1.3,4,7
INT_000328,CUST_08496,EMP_0348,BR_033,05-05-2024,Branch,Query,Medium,Resolved,6.8,4,3
INT_000329,CUST_02601,EMP_0114,BR_039,24-06-2025,Phone,Service Request,Low,Pending,5.2,5,9
INT_000330,CUST_01267,EMP_0296,BR_049,10-02-2024,Branch,Complaint,Medium,Resolved,13.8,5,16
INT_000331,CUST_00879,EMP_0224,BR_024,23-05-2026,Mobile App,Service Request,Medium,Resolved,2.4,4,14
INT_000332,CUST_01035,EMP_0333,BR_001,11-06-2025,Mobile App,Query,Low,Resolved,0.9,5,11
INT_000333,CUST_06624,EMP_0199,BR_009,19-02-2026,Phone,Query,Low,Escalated,7.3,4,3
INT_000334,CUST_03718,EMP_0410,BR_034,06-06-2024,Branch,Service Request,Low,Resolved,1.8,5,7
INT_000335,CUST_01840,EMP_0306,BR_017,16-05-2024,Phone,Query,Medium,Resolved,3.7,5,16
INT_000336,CUST_00338,EMP_0491,BR_017,24-04-2025,Mobile App,Sales,Medium,Resolved,5.9,4,40
INT_000337,CUST_09449,EMP_0156,BR_032,15-04-2026,Email,Complaint,Low,Pending,11.9,4,3
INT_000338,CUST_01390,EMP_0063,BR_017,30-01-2025,Phone,Loan Enquiry,Medium,Pending,6.9,5,2
INT_000339,CUST_05422,EMP_0102,BR_012,11-02-2025,Mobile App,Query,Low,Resolved,4.8,5,8
INT_000340,CUST_05357,EMP_0075,BR_037,27-02-2026,Internet Banking,Service Request,Medium,Resolved,2.4,5,10
INT_000341,CUST_04089,EMP_0358,BR_026,13-09-2025,Mobile App,Sales,Low,Resolved,1.5,5,9
INT_000342,CUST_06277,EMP_0423,BR_009,14-02-2025,Branch,Service Request,Low,Resolved,1.8,5,9
INT_000343,CUST_03429,EMP_0346,BR_011,16-01-2026,Phone,Sales,Low,Resolved,3.5,5,44
INT_000344,CUST_01193,EMP_0285,BR_043,19-10-2025,Email,Service Request,Medium,Resolved,9,5,14
INT_000345,CUST_02961,EMP_0124,BR_018,14-02-2025,Mobile App,Service Request,Low,Resolved,8.7,5,43
INT_000346,CUST_09788,EMP_0478,BR_037,19-12-2025,Branch,Query,Low,Pending,5.8,5,10
INT_000347,CUST_06885,EMP_0395,BR_031,15-06-2024,Branch,Service Request,Low,Resolved,9.1,4,39
INT_000348,CUST_03094,EMP_0200,BR_010,11-10-2025,Mobile App,Sales,Medium,Escalated,6.3,5,21
INT_000349,CUST_01565,EMP_0441,BR_050,28-04-2026,Branch,Complaint,Medium,Resolved,10.9,5,38
INT_000350,CUST_06489,EMP_0369,BR_041,09-01-2026,Branch,Sales,Low,Resolved,2.7,4,21
INT_000351,CUST_03619,EMP_0001,BR_004,09-02-2024,Phone,Complaint,Low,Escalated,4.3,5,17
INT_000352,CUST_02349,EMP_0170,BR_042,25-01-2026,Email,Sales,Medium,Pending,4.8,5,11
INT_000353,CUST_04434,EMP_0250,BR_006,10-04-2026,Email,Complaint,Medium,Resolved,0.6,5,42
INT_000354,CUST_02680,EMP_0340,BR_024,04-05-2026,Mobile App,Query,Low,Resolved,1.1,5,11
INT_000355,CUST_03051,EMP_0154,BR_025,11-11-2025,Mobile App,Service Request,High,Resolved,6.1,4,21
INT_000356,CUST_02582,EMP_0312,BR_044,26-05-2025,Phone,Service Request,Low,Resolved,1,4,13
INT_000357,CUST_06304,EMP_0312,BR_044,17-06-2024,Internet Banking,Query,Low,Pending,12.5,5,15
INT_000358,CUST_08434,EMP_0275,BR_046,04-06-2026,Phone,Complaint,Low,Resolved,2,4,23
INT_000359,CUST_05623,EMP_0191,BR_006,04-08-2025,Email,Query,Low,Escalated,4.2,4,4
INT_000360,CUST_08429,EMP_0146,BR_047,02-09-2024,Branch,Query,Low,Resolved,4.4,4,23
INT_000361,CUST_06528,EMP_0101,BR_021,06-04-2026,Internet Banking,Sales,Medium,Resolved,1.3,4,16
INT_000362,CUST_05849,EMP_0429,BR_018,03-05-2025,Phone,Sales,Low,Resolved,5.6,5,2
INT_000363,CUST_09631,EMP_0170,BR_042,06-10-2024,Phone,Service Request,Medium,Resolved,0.5,5,5
INT_000364,CUST_07848,EMP_0057,BR_045,12-11-2024,Phone,Service Request,Low,Resolved,5,5,4
INT_000365,CUST_01849,EMP_0375,BR_031,18-07-2024,Mobile App,Query,Low,Resolved,4.3,5,2
INT_000366,CUST_05923,EMP_0430,BR_016,09-05-2025,Mobile App,Service Request,Medium,Resolved,6.7,5,22
INT_000367,CUST_01163,EMP_0372,BR_017,26-07-2025,Email,Loan Enquiry,Low,Resolved,1.6,4,6
INT_000368,CUST_00025,EMP_0130,BR_038,18-06-2024,Phone,Sales,Low,Resolved,1.3,5,12
INT_000369,CUST_04223,EMP_0292,BR_034,29-12-2024,Branch,Service Request,Low,Resolved,3.2,5,4
INT_000370,CUST_02640,EMP_0400,BR_043,19-06-2026,Email,Query,Low,Resolved,4.2,4,8
INT_000371,CUST_09223,EMP_0265,BR_022,20-05-2025,Email,Service Request,Low,Resolved,0.4,5,48
INT_000372,CUST_08835,EMP_0479,BR_015,17-03-2025,Email,Query,Low,Resolved,2,5,23
INT_000373,CUST_06634,EMP_0422,BR_024,11-04-2025,Internet Banking,Loan Enquiry,Medium,Resolved,2.8,5,6
INT_000374,CUST_00288,EMP_0039,BR_010,22-04-2026,Mobile App,Query,Low,Pending,6.3,4,4
INT_000375,CUST_01056,EMP_0472,BR_033,12-01-2024,Mobile App,Service Request,Low,Resolved,2.3,4,21
INT_000376,CUST_02533,EMP_0245,BR_029,18-12-2024,Mobile App,Sales,Medium,Resolved,3.9,5,30
INT_000377,CUST_06521,EMP_0045,BR_013,24-08-2025,Branch,Service Request,Low,Resolved,2.8,5,25
INT_000378,CUST_05458,EMP_0484,BR_004,17-02-2024,Mobile App,Service Request,Low,Resolved,9.7,4,13
INT_000379,CUST_00819,EMP_0176,BR_049,05-03-2025,Email,Query,Low,Pending,10.5,4,8
INT_000380,CUST_07229,EMP_0010,BR_023,26-01-2024,Mobile App,Sales,Medium,Resolved,5.6,5,4
INT_000381,CUST_00440,EMP_0098,BR_012,10-07-2024,Branch,Complaint,Low,Resolved,6.2,5,14
INT_000382,CUST_07198,EMP_0011,BR_036,18-08-2024,Mobile App,Service Request,Low,Pending,1.6,4,35
INT_000383,CUST_09440,EMP_0232,BR_012,30-01-2025,Internet Banking,Service Request,Low,Resolved,1.9,5,17
INT_000384,CUST_03745,EMP_0240,BR_023,05-10-2025,Phone,Query,Low,Resolved,2.7,4,19
INT_000385,CUST_08301,EMP_0037,BR_031,29-06-2025,Branch,Service Request,Low,Resolved,6.1,5,23
INT_000386,CUST_09834,EMP_0262,BR_007,27-05-2024,Branch,Service Request,Low,Pending,3.3,5,14
INT_000387,CUST_00964,EMP_0482,BR_008,29-08-2025,Mobile App,Sales,Low,Resolved,0.8,5,15
INT_000388,CUST_00893,EMP_0317,BR_010,05-01-2025,Internet Banking,Service Request,Medium,Escalated,3.3,4,15
INT_000389,CUST_05036,EMP_0463,BR_008,26-11-2024,Email,Complaint,Medium,Escalated,7.7,4,26
INT_000390,CUST_09706,EMP_0355,BR_004,22-03-2025,Mobile App,Service Request,Low,Resolved,1.9,5,5
INT_000391,CUST_06644,EMP_0223,BR_043,08-07-2026,Mobile App,Query,Medium,Resolved,5.2,5,34
INT_000392,CUST_02185,EMP_0083,BR_022,04-02-2024,Email,Sales,Low,Resolved,6.8,4,12
INT_000393,CUST_03162,EMP_0302,BR_021,05-02-2026,Email,Complaint,Low,Resolved,3.3,5,33
INT_000394,CUST_00441,EMP_0109,BR_011,13-07-2026,Phone,Query,Low,Pending,4.8,4,14
INT_000395,CUST_01833,EMP_0095,BR_023,31-03-2024,Branch,Query,Low,Resolved,4.1,4,11
INT_000396,CUST_07885,EMP_0031,BR_020,16-06-2025,Phone,Query,High,Resolved,1.7,5,2
INT_000397,CUST_09857,EMP_0470,BR_045,11-11-2024,Branch,Complaint,Low,Resolved,1.2,4,29
INT_000398,CUST_09224,EMP_0017,BR_046,06-05-2024,Phone,Query,Low,Resolved,3.2,5,32
INT_000399,CUST_02783,EMP_0393,BR_048,21-04-2024,Branch,Sales,Low,Resolved,2.7,5,3
INT_000400,CUST_09276,EMP_0190,BR_012,18-08-2025,Email,Query,Low,Resolved,3.3,5,4
INT_000401,CUST_02053,EMP_0474,BR_045,11-05-2026,Phone,Query,Low,Resolved,9.8,5,7
INT_000402,CUST_02178,EMP_0433,BR_046,25-04-2026,Mobile App,Service Request,High,Pending,14.4,4,13
INT_000403,CUST_01267,EMP_0174,BR_001,11-09-2025,Mobile App,Query,Low,Resolved,7.3,5,5
INT_000404,CUST_07110,EMP_0289,BR_026,02-07-2026,Phone,Query,Low,Resolved,2.2,4,13
INT_000405,CUST_02500,EMP_0458,BR_042,11-12-2025,Email,Service Request,Low,Resolved,1.3,5,20
INT_000406,CUST_04823,EMP_0205,BR_045,09-12-2024,Mobile App,Sales,High,Resolved,7.2,5,7
INT_000407,CUST_03210,EMP_0311,BR_020,04-04-2025,Phone,Service Request,Medium,Pending,4,5,23
INT_000408,CUST_01195,EMP_0045,BR_013,26-02-2025,Mobile App,Sales,Low,Pending,2,5,14
INT_000409,CUST_01815,EMP_0316,BR_035,08-01-2026,Phone,Query,Low,Resolved,2.3,4,7
INT_000410,CUST_01566,EMP_0367,BR_020,03-06-2026,Email,Query,Low,Resolved,3.7,5,5
INT_000411,CUST_02185,EMP_0182,BR_030,25-06-2025,Mobile App,Query,Medium,Resolved,3.1,4,29
INT_000412,CUST_03429,EMP_0449,BR_031,23-07-2026,Phone,Query,High,Resolved,3.7,5,9
INT_000413,CUST_05109,EMP_0382,BR_006,16-08-2025,Email,Service Request,High,Resolved,1.3,5,19
INT_000414,CUST_02119,EMP_0034,BR_041,19-11-2024,Phone,Sales,Low,Resolved,3.5,4,52
INT_000415,CUST_06604,EMP_0434,BR_007,23-08-2025,Branch,Service Request,Low,Resolved,1.7,5,6
INT_000416,CUST_02561,EMP_0344,BR_047,26-02-2025,Email,Query,Medium,Resolved,8.3,4,10
INT_000417,CUST_01961,EMP_0382,BR_006,21-01-2025,Mobile App,Sales,Medium,Resolved,3.5,5,7
INT_000418,CUST_08914,EMP_0321,BR_025,28-02-2024,Internet Banking,Sales,Low,Resolved,2.4,5,27
INT_000419,CUST_02312,EMP_0103,BR_011,01-06-2025,Mobile App,Loan Enquiry,Medium,Resolved,13.3,5,8
INT_000420,CUST_02999,EMP_0453,BR_035,30-07-2024,Phone,Query,Medium,Resolved,2.2,5,10
INT_000421,CUST_04841,EMP_0369,BR_041,24-12-2025,Branch,Query,Low,Escalated,11.2,4,16
INT_000422,CUST_08966,EMP_0270,BR_038,24-09-2024,Email,Query,Low,Resolved,7.6,5,8
INT_000423,CUST_08340,EMP_0205,BR_045,21-06-2024,Mobile App,Service Request,Low,Pending,12.3,4,17
INT_000424,CUST_02211,EMP_0068,BR_015,21-12-2025,Branch,Sales,High,Resolved,4,4,24
INT_000425,CUST_00086,EMP_0342,BR_009,13-04-2024,Mobile App,Complaint,Low,Pending,3.1,4,21
INT_000426,CUST_03878,EMP_0231,BR_049,28-01-2024,Mobile App,Query,Medium,Resolved,3.6,5,22
INT_000427,CUST_03758,EMP_0418,BR_030,04-06-2024,Internet Banking,Query,Low,Resolved,8.7,4,9
INT_000428,CUST_02036,EMP_0482,BR_008,09-06-2026,Branch,Complaint,High,Resolved,1.2,4,5
INT_000429,CUST_05561,EMP_0402,BR_025,05-02-2026,Branch,Query,Medium,Escalated,5.3,4,13
INT_000430,CUST_09169,EMP_0317,BR_010,03-04-2024,Branch,Query,Medium,Resolved,4,5,11
INT_000431,CUST_00500,EMP_0070,BR_026,22-03-2026,Branch,Loan Enquiry,Medium,Pending,0.6,5,16
INT_000432,CUST_07624,EMP_0044,BR_006,17-08-2024,Mobile App,Loan Enquiry,Medium,Resolved,5.2,5,27
INT_000433,CUST_01208,EMP_0196,BR_020,30-11-2024,Internet Banking,Service Request,Medium,Resolved,4.9,4,34
INT_000434,CUST_08491,EMP_0253,BR_016,15-06-2026,Branch,Service Request,Low,Resolved,4.4,4,11
INT_000435,CUST_07649,EMP_0194,BR_044,29-01-2024,Mobile App,Query,Medium,Resolved,3.7,5,27
INT_000436,CUST_06081,EMP_0308,BR_035,25-02-2025,Branch,Query,Medium,Pending,5.2,2,7
INT_000437,CUST_08702,EMP_0143,BR_007,11-01-2026,Internet Banking,Query,High,Resolved,6.7,4,23
INT_000438,CUST_07130,EMP_0087,BR_047,06-09-2024,Internet Banking,Service Request,Medium,Resolved,1.8,3,41
INT_000439,CUST_08970,EMP_0232,BR_012,08-03-2024,Mobile App,Sales,Low,Pending,11.1,5,2
INT_000440,CUST_05962,EMP_0409,BR_025,31-08-2025,Email,Query,Medium,Resolved,2.1,5,8
INT_000441,CUST_01847,EMP_0381,BR_001,31-07-2026,Phone,Sales,Low,Pending,1.5,5,15
INT_000442,CUST_04901,EMP_0024,BR_024,18-04-2024,Email,Sales,Medium,Resolved,2.5,5,52
INT_000443,CUST_02541,EMP_0145,BR_023,07-07-2026,Phone,Sales,Medium,Pending,11.2,5,18
INT_000444,CUST_09260,EMP_0365,BR_028,30-03-2024,Mobile App,Query,Medium,Resolved,2.7,4,14
INT_000445,CUST_03044,EMP_0028,BR_041,16-04-2026,Email,Service Request,Medium,Resolved,3.7,4,16
INT_000446,CUST_05927,EMP_0230,BR_044,05-05-2024,Mobile App,Query,Low,Resolved,6,4,25
INT_000447,CUST_04130,EMP_0446,BR_048,08-05-2025,Phone,Query,Low,Pending,8.9,5,21
INT_000448,CUST_00862,EMP_0269,BR_005,26-11-2024,Email,Complaint,Medium,Escalated,2.9,5,5
INT_000449,CUST_02170,EMP_0410,BR_034,06-03-2024,Email,Service Request,Low,Resolved,12.7,5,11
INT_000450,CUST_01571,EMP_0228,BR_037,15-06-2026,Email,Service Request,Low,Resolved,2.5,5,6
INT_000451,CUST_04098,EMP_0116,BR_010,04-07-2026,Branch,Loan Enquiry,Medium,Resolved,2.7,5,27
INT_000452,CUST_04811,EMP_0094,BR_022,08-12-2025,Branch,Service Request,Medium,Resolved,2.7,5,28
INT_000453,CUST_02678,EMP_0486,BR_021,21-11-2025,Mobile App,Query,Low,Pending,24.4,5,25
INT_000454,CUST_08878,EMP_0258,BR_004,03-08-2024,Branch,Sales,Medium,Resolved,7.1,4,4
INT_000455,CUST_00837,EMP_0114,BR_039,18-04-2026,Branch,Complaint,Medium,Resolved,3.2,4,17
INT_000456,CUST_04345,EMP_0008,BR_018,25-06-2026,Branch,Loan Enquiry,Medium,Pending,6.4,5,13
INT_000457,CUST_00569,EMP_0107,BR_034,17-02-2026,Phone,Query,High,Resolved,3.8,4,27
INT_000458,CUST_06806,EMP_0486,BR_021,17-02-2024,Email,Query,Low,Resolved,7.3,5,13
INT_000459,CUST_03511,EMP_0229,BR_048,08-09-2024,Email,Query,High,Escalated,8.7,4,23
INT_000460,CUST_08457,EMP_0110,BR_015,11-07-2025,Branch,Service Request,Low,Resolved,5.4,5,6
INT_000461,CUST_07397,EMP_0261,BR_005,19-03-2026,Mobile App,Query,Low,Resolved,1.1,4,46
INT_000462,CUST_03547,EMP_0344,BR_047,05-02-2025,Phone,Service Request,Low,Resolved,2.4,5,23
INT_000463,CUST_09518,EMP_0450,BR_036,01-03-2025,Mobile App,Loan Enquiry,Low,Resolved,3.7,5,16
INT_000464,CUST_05784,EMP_0255,BR_050,02-02-2024,Phone,Sales,Medium,Resolved,1.9,4,22
INT_000465,CUST_03476,EMP_0291,BR_008,03-08-2024,Email,Query,Low,Resolved,4.5,4,56
INT_000466,CUST_03917,EMP_0106,BR_027,12-11-2025,Email,Service Request,High,Pending,1.6,5,25
INT_000467,CUST_06952,EMP_0272,BR_018,13-01-2026,Email,Complaint,High,Resolved,3.5,5,11
INT_000468,CUST_04494,EMP_0155,BR_022,05-04-2026,Email,Query,Medium,Escalated,13.6,4,10
INT_000469,CUST_06509,EMP_0222,BR_011,23-07-2025,Mobile App,Query,Low,Resolved,3,4,15
INT_000470,CUST_02632,EMP_0110,BR_015,18-06-2025,Phone,Service Request,Low,Resolved,3.5,5,7
INT_000471,CUST_02101,EMP_0137,BR_034,06-12-2025,Branch,Complaint,Low,Resolved,3.9,4,14
INT_000472,CUST_05993,EMP_0439,BR_021,25-02-2026,Phone,Sales,Low,Resolved,6.1,5,7
INT_000473,CUST_03209,EMP_0148,BR_034,13-03-2024,Internet Banking,Loan Enquiry,Medium,Resolved,3.7,4,21
INT_000474,CUST_08446,EMP_0081,BR_040,15-08-2025,Phone,Query,Medium,Resolved,0.7,4,30
INT_000475,CUST_08567,EMP_0164,BR_004,14-07-2025,Email,Query,Medium,Resolved,6.1,4,23
INT_000476,CUST_03286,EMP_0034,BR_041,28-04-2025,Mobile App,Sales,Low,Escalated,6.1,3,11
INT_000477,CUST_00812,EMP_0305,BR_006,08-02-2024,Mobile App,Sales,Low,Resolved,7.9,5,12
INT_000478,CUST_03839,EMP_0301,BR_024,21-06-2024,Mobile App,Service Request,High,Resolved,6.1,5,8
INT_000479,CUST_01488,EMP_0213,BR_040,02-09-2024,Email,Query,Low,Resolved,5.3,5,2
INT_000480,CUST_09138,EMP_0177,BR_002,09-05-2026,Mobile App,Query,Medium,Resolved,2.3,4,18
INT_000481,CUST_07633,EMP_0434,BR_007,26-01-2024,Phone,Sales,Medium,Resolved,2.5,4,3
INT_000482,CUST_02265,EMP_0215,BR_016,11-08-2025,Email,Sales,Medium,Resolved,6.7,5,18
INT_000483,CUST_05631,EMP_0467,BR_041,09-07-2024,Phone,Sales,Medium,Resolved,2.4,4,5
INT_000484,CUST_03000,EMP_0238,BR_043,18-05-2024,Email,Service Request,Low,Resolved,3,5,29
